"","Study_ID","First_author","Year_published","ES_ID","Common_species","Strain","Strain_notes","Sex","Housing","Notes_housing","Age_EE_exposure","Notes_age_EE_exposure","Age_stress_exposure","Notes_age_stress_exposure","Age_assay","Notes_age_assay","Type_EE_exposure","Type_EE_details","EE_exercise","EE_social","Type_stress_exposure","Type_stress_details","Stress_duration","Notes_stress_duration","Exposure_order","Learning_vs_memory","Type_assay","Type_reinforcement","Response_assay_name","Response_details","Response_unit","Response_percent","Response_notes","Response_direction","Data_location","CC_n","CC_mean","CC_median","CC_SD","CC_SE","CC_25thpercentile","CC_75thpercentile","EC_n","EC_mean","EC_median","EC_SD","EC_SE","EC_25thpercentile","EC_75thpercentile","CS_n","CS_mean","CS_median","CS_SD","CS_SE","CS_25thpercentile","CS_7thpercentile","ES_n","ES_mean","ES_median","ES_SD","ES_SE","ES_25thpercentile","ES_75thoercentile","Original_names","ROB_blinding","Blinding_notes","ROB_randomisation","Randomisation_notes","Analysis_unit","Unit_notes","Contact_author","Date_contacted","Author_response","General_comments","Stats_comments","lnRR_E","lnRRV_E","lnRR_S","lnRRV_S","lnRR_ES","lnRRV_ES","SMD_E","SMDV_E","SMD_S","SMDV_S","SMD_ES","SMDV_ES","lnRR_E2","lnRRV_E2","lnRR_S2","lnRRV_S2","lnRR_ES2","lnRRV_ES2","lnRR_E3","lnRRV_E3","lnRR_S3","lnRRV_S3","lnRR_Eb","lnRRV_Eb","lnRR_Sb","lnRRV_Sb","lnRR_ESb","lnRRV_ESb","lnRR_Ea","lnRR_Sa","lnRR_ESa","lnRR_E2a","lnRR_S2a","lnRR_ES2a","lnRR_E3a","lnRR_S3a","SMD_Ea","SMD_Sa","SMD_ESa","lnRR_E_b","lnRR_S_b","lnRR_ES_b","leave_out"
"11","15","Cordier",13,45,"Rat","Wistar",NA,"Male",3,"mixed sex for stress, single sex for EE","Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, climbing, novelty","Exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Barnes maze","distance travelled","cm","no",NA,2,"Fig. 2f",7,415.29,412.94,188.24,NA,289.41,543.53,7,256.47,261.18,99.35,NA,187.06,321.18,7,448.23,455.29,167.33,NA,331.76,557.65,7,387.06,377.65,486.86,"177.78",271.76,511.76,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE","Unclear",NA,"Yes",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,"mean and sd calculated from median and IQR (Wan et al 2014)",NA,-0.294048412874211,0.0973236390767855,0.217877836068213,0.0973236390767855,0.335238598902604,0.29672042885333,-0.394899300856365,0.143553327936682,0.293549173458072,0.143241835344812,0.350578814751798,0.573623312595585,-0.481965372661501,0.0507880230688827,0.076329422163349,0.0492599176743179,-0.0703973515955481,0.255374479820562,-0.146726773758897,0.245932405784447,0.411568021065953,0.247460511179012,-0.294048412874211,0.0973236390767855,0.217877836068213,0.0973236390767855,0.335238598902604,0.29672042885333,0.294048412874211,-0.217877836068213,-0.335238598902604,0.481965372661501,-0.076329422163349,0.0703973515955481,0.146726773758897,-0.411568021065953,0.394899300856365,-0.293549173458072,-0.350578814751798,0.294048412874211,-0.217877836068213,-0.335238598902604,"Cordier_2021"
"12","15","Cordier",13,42,"Rat","Wistar",NA,"Male",3,"mixed sex for stress, single sex for EE","Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, climbing, novelty","Exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Barnes maze","number of errors","count","no","trial 3",2,"Fig. 1b",7,9.46,9.11,3.28,NA,7.42,11.85,7,5.82,5.6,2.41,NA,4.3,7.55,7,14.41,15.1,9.26,NA,7.81,20.31,7,5.43,5.08,8.97,"3.27",3.39,7.81,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE","Unclear",NA,"Yes",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,"mean and sd calculated from median and IQR (Wan et al 2014)",NA,-0.75225431170031,0.121572381551885,0.261155318118352,0.121572381551885,-0.490211154745146,0.490502646119904,-0.933471275735598,0.146747181350998,0.337292315162783,0.143365027258339,-0.789974106565466,0.582572483732927,-0.485772121320441,0.0416695509829413,0.420850026947644,0.0761662258290391,-0.555133249117943,0.407014546312566,-0.975983276065587,0.448833095136963,-0.0693611277975024,0.414336420290865,-0.75225431170031,0.121572381551885,0.261155318118352,0.121572381551885,-0.490211154745146,0.490502646119904,0.75225431170031,-0.261155318118352,0.490211154745146,0.485772121320441,-0.420850026947644,0.555133249117943,0.975983276065587,0.0693611277975024,0.933471275735598,-0.337292315162783,0.789974106565466,0.75225431170031,-0.261155318118352,0.490211154745146,"Cordier_2021"
"13","15","Cordier",13,44,"Rat","Wistar",NA,"Male",3,"mixed sex for stress, single sex for EE","Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, climbing, novelty","Exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Barnes maze","number of errors","count","no",NA,2,"Fig. 2a",7,17.91,18.06,3.05,NA,15.77,19.89,7,14.94,15.09,4.4,NA,11.89,17.83,7,25.52,26.97,5.93,NA,20.8,28.8,7,12.54,11.89,14.18,"5.18",9.37,16.36,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE","Unclear",NA,"Yes",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,"mean and sd calculated from median and IQR (Wan et al 2014)",NA,-0.457691979192582,0.045068693990069,0.147212116937384,0.045068693990069,-0.529221886903866,0.206914109900356,-0.979986001692215,0.147144520372825,0.320108280176579,0.143314595138561,-1.23005139522747,0.598446900623233,-0.181317036367949,0.0165339505749218,0.354103242403969,0.0118564311560484,-0.356435680867846,0.186809642955978,-0.710538923271815,0.190380159325434,-0.175118644499897,0.195057678744307,-0.457691979192582,0.045068693990069,0.147212116937384,0.045068693990069,-0.529221886903866,0.206914109900356,0.457691979192582,-0.147212116937384,0.529221886903866,0.181317036367949,-0.354103242403969,0.356435680867846,0.710538923271815,0.175118644499897,0.979986001692215,-0.320108280176579,1.23005139522747,0.457691979192582,-0.147212116937384,0.529221886903866,"Cordier_2021"
"14","15","Cordier",13,40,"Rat","Wistar",NA,"Male",3,"mixed sex for stress, single sex for EE","Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, climbing, novelty","Exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Barnes maze","latency to initiate search","sec","no","trial 3",2,"Fig. 1c",7,3.4,3.05,1.92,NA,2.28,4.87,7,7.81,7.61,4.51,NA,4.87,10.96,7,6.04,5.03,4.74,NA,3.35,9.75,7,6.19,6.55,9.6,"3.5",3.65,8.38,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE","Unclear",NA,"Yes",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,"mean and sd calculated from median and IQR (Wan et al 2014)",NA,0.394101349457849,0.123924379702224,0.0870857126150124,0.123924379702224,-0.807098457479698,0.524782099195072,0.387256293625836,0.143526640343539,0.0866231183110425,0.142890640913509,-0.723557811774589,0.580777426910358,0.831629532229479,0.0931940451128233,0.574628580324608,0.133536268572137,0.599159655074389,0.38916399509983,0.0245310747497813,0.431588054082249,-0.23246987715509,0.391245830622935,0.394101349457849,0.123924379702224,0.0870857126150124,0.123924379702224,-0.807098457479698,0.524782099195072,-0.394101349457849,-0.0870857126150124,0.807098457479698,-0.831629532229479,-0.574628580324608,-0.599159655074389,-0.0245310747497813,0.23246987715509,-0.387256293625836,-0.0866231183110425,0.723557811774589,-0.394101349457849,-0.0870857126150124,0.807098457479698,"Cordier_2021"
"15","15","Cordier",13,41,"Rat","Wistar",NA,"Male",3,"mixed sex for stress, single sex for EE","Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, climbing, novelty","Exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Barnes maze","latency to locate escape hole","sec","no","trial 3",2,"Fig. 1a",7,90.5,91.19,19.96,NA,76.68,103.63,7,67.01,68.39,15.35,NA,55.96,76.68,7,61.48,43.52,58.33,NA,31.09,109.84,7,31.78,35.23,37.83,"13.81",20.73,39.38,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE","Unclear",NA,"Yes",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,"mean and sd calculated from median and IQR (Wan et al 2014)",NA,-0.430752548185256,0.0479046051726027,-0.52409765693347,0.0479046051726027,-0.359366768841024,0.345464747307752,-0.719340851536357,0.145167193128076,-0.868916144222804,0.146227746721835,-0.167967914571941,0.571932378934387,-0.300507988720801,0.0144452280022429,-0.386637932035486,0.13554231371371,-1.04651268959731,0.209375319638553,-0.659874757561825,0.331019519305509,-0.74600470087651,0.209922433594041,-0.430752548185256,0.0479046051726027,-0.52409765693347,0.0479046051726027,-0.359366768841024,0.345464747307752,0.430752548185256,0.52409765693347,0.359366768841024,0.300507988720801,0.386637932035486,1.04651268959731,0.659874757561825,0.74600470087651,0.719340851536357,0.868916144222804,0.167967914571941,0.430752548185256,0.52409765693347,0.359366768841024,"Cordier_2021"
"16","15","Cordier",13,43,"Rat","Wistar",NA,"Male",3,"mixed sex for stress, single sex for EE","Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, climbing, novelty","Exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Barnes maze","time in training quadrant","sec","no",NA,1,"Fig. 2b",7,22.03,22.03,1.14,NA,21.26,22.8,7,38,36.33,11.73,NA,30.92,46.76,7,35.17,35.17,13.74,NA,25.89,44.44,7,53.88,54.85,39.31,"14.36",43.71,63.09,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE","Unclear",NA,"Yes",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,"mean and sd calculated from median and IQR (Wan et al 2014)",NA,0.473929479435145,0.0367777605080795,0.394353572471919,0.0367777605080795,-0.118615093855862,0.111840432082126,0.801337151931462,0.145723844781543,0.670553752856143,0.144864474711917,0.126624209705433,0.571714887330063,0.545180998912134,0.0139948225259488,0.467788285671639,0.0221862697683793,0.894354190727911,0.0764244300316229,0.426565905056272,0.0978456095561773,0.349173191815777,0.0896541623137469,0.473929479435145,0.0367777605080795,0.394353572471919,0.0367777605080795,-0.118615093855862,0.111840432082126,0.473929479435145,0.394353572471919,-0.118615093855862,0.545180998912134,0.467788285671639,0.894354190727911,0.426565905056272,0.349173191815777,0.801337151931462,0.670553752856143,0.126624209705433,0.473929479435145,0.394353572471919,-0.118615093855862,"Cordier_2021"
"17","15","Cordier",13,46,"Rat","Wistar",NA,"Male",3,"mixed sex for stress, single sex for EE","Adolescent","PND 21","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, climbing, novelty","Exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Barnes maze","latency to escape","sec","no",NA,2,"Fig. 2c",7,75.38,77.39,18.61,NA,61.81,86.93,7,33,34.67,8.93,NA,26.13,38.19,7,52.43,51.26,10.05,NA,46.23,59.8,7,18.59,15.08,33.63,"12.28",12.06,28.64,"CC = AFR/NE, EC = AFR/EE, CS = MS/NE, ES = MS/EE","Unclear",NA,"Yes",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,"mean and sd calculated from median and IQR (Wan et al 2014)",NA,-0.907216930887065,0.0688973741660685,-0.422682042623026,0.0688973741660685,-0.210820718478579,0.491933813336252,-1.87184246170765,0.158499081256481,-0.91750241891102,0.146615226288873,0.419457743977522,0.574570442838977,-0.826034426372509,0.0191683700249285,-0.363063041254548,0.0139562519446181,-1.39991818610564,0.476223748548925,-1.03685514485109,0.472765443311324,-0.573883759733127,0.477977561391634,-0.907216930887065,0.0688973741660685,-0.422682042623026,0.0688973741660685,-0.210820718478579,0.491933813336252,0.907216930887065,0.422682042623026,0.210820718478579,0.826034426372509,0.363063041254548,1.39991818610564,1.03685514485109,0.573883759733127,1.87184246170765,0.91750241891102,-0.419457743977522,0.907216930887065,0.422682042623026,0.210820718478579,"Cordier_2021"
"18","6","Cui",1,9,"Rat","Unknown","contaced authors re strain","Male",3,NA,"Adolescent","PND 22-52","Early postnatal","PND 2 - 21","Adolescent","PND 53 - 57","Combination","multilevel, toys, running wheel","Exercise","Non-social","Other","nesting material","Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Morris water maze","Escape latency","sec","no","Taken after 16 trials",2,"Fig. 1a",8,18.69,NA,5.854844148,"2.07",NA,NA,8,16.61,NA,7.042783541,"2.49",NA,NA,8,27.82,NA,12.84105915,"4.54",NA,NA,8,13.29,NA,7.042783541,"2.49",NA,NA,"CC = ctr, EC = ctr + EE, CS = str, ES = str + EE","Unclear",NA,"Unclear",NA,3,"Doesn’t clearly state if cage was controlled for in design or analysis","asked what strain of rat was used","24/06/2021","Did not respond",NA,NA,-0.441808862839365,0.0253795274122912,0.152368436970536,0.0253795274122912,-0.620759615927875,0.096474431864801,-0.961588886249766,0.128611926508434,0.336353487604524,0.125441928393061,-1.44151494687653,0.532468208469819,-0.117983697842268,0.0347394562918904,0.397766565027825,0.0388981522323597,-0.340976748742318,0.0473699038351014,-0.738743313770143,0.0617349755729105,-0.22299305090005,0.0575762796324413,-0.441808862839365,0.0253795274122912,0.152368436970536,0.0253795274122912,-0.620759615927875,0.096474431864801,0.441808862839365,-0.152368436970536,0.620759615927875,0.117983697842268,-0.397766565027825,0.340976748742318,0.738743313770143,0.22299305090005,0.961588886249766,-0.336353487604524,1.44151494687653,0.441808862839365,-0.152368436970536,0.620759615927875,"Cui_2006"
"19","6","Cui",1,10,"Rat","Unknown","contaced authors re strain","Male",3,NA,"Adolescent","PND 22-52","Early postnatal","PND 2 - 21","Adolescent","PND 53 - 57","Combination","multilevel, toys, running wheel","Exercise","Non-social","Other","nesting material","Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Morris water maze","Time on target quadrant","sec","no",NA,1,"Fig. 1b",8,52.94,NA,38.49489317,"13.61",NA,NA,8,74.5,NA,17.1119841,"6.05",NA,NA,8,9.93,NA,33.9411255,"12",NA,NA,8,55.97,NA,42.76581813,"15.12",NA,NA,"CC = ctr, EC = ctr + EE, CS = str, ES = str + EE","Unclear",NA,"Unclear",NA,3,"Doesn’t clearly state if cage was controlled for in design or analysis","asked what strain of rat was used","24/06/2021","Did not respond",NA,NA,0.730074212882687,0.0988747394418592,-0.659507224093332,0.0988747394418592,1.38761542625963,1.60603851254269,0.98026704368006,0.128753607331739,-0.892391033551345,0.128110788112355,0.709968557079523,0.50787586487565,0.341639928586559,0.0726866692015036,-1.67359871874187,1.52646559459651,0.0556566361043132,0.139070091186297,1.72925535484619,1.53335184334119,-0.285983292482245,0.0795729179461761,0.730074212882687,0.0988747394418592,-0.659507224093332,0.0988747394418592,1.38761542625963,1.60603851254269,0.730074212882687,-0.659507224093332,1.38761542625963,0.341639928586559,-1.67359871874187,0.0556566361043132,1.72925535484619,-0.285983292482245,0.98026704368006,-0.892391033551345,0.709968557079523,0.730074212882687,-0.659507224093332,1.38761542625963,"Cui_2006"
"20","16","Dandi",10,50,"Rat","Wistar",NA,"Mixed",2,"same gender pairs","Adolescent","PND23","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, tunnel, novelty","Exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Morris water maze","Entries to target quadrant","count","no",NA,1,"Fig. 5b",10,3.3,NA,1.45,"0.46",NA,NA,13,2.85,NA,1.35,"0.39",NA,NA,12,1.33,NA,1.18,"0.34",NA,NA,12,2.49,NA,1.28,"0.37",NA,NA,"CC = NMS + Sh, EC  = NMS + EE, CS = MS + Sh, ES = MS + EE","Yes",NA,"Yes",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,NA,NA,0.142668784873961,0.0249249995550783,-0.476201659199943,0.0249249995550783,0.773707242434829,0.124183923786948,0.270372036817543,0.0860918535524701,-0.887277247584331,0.0879912149242466,1.22619430782041,0.35958498274433,-0.146603474191875,0.0365664519593001,-0.908743526238772,0.084903025028758,-0.281639757995818,0.0413278535941147,0.627103768242954,0.0876174718276477,-0.135036283803943,0.0392808987581898,0.142668784873961,0.0249249995550783,-0.476201659199943,0.0249249995550783,0.773707242434829,0.124183923786948,0.142668784873961,-0.476201659199943,0.773707242434829,-0.146603474191875,-0.908743526238772,-0.281639757995818,0.627103768242954,-0.135036283803943,0.270372036817543,-0.887277247584331,1.22619430782041,0.142668784873961,-0.476201659199943,0.773707242434829,"Dandi_2018"
"21","16","Dandi",10,47,"Rat","Wistar",NA,"Mixed",2,"same gender pairs","Adolescent","PND23","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, tunnel, novelty","Exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Memory","Recognition","Not applicable","Novel object recognition","Discirimination ratio","percent","yes",NA,1,"Fig. 3",10,66.91,NA,17.17,"5.43",NA,NA,13,78.45,NA,19.61,"5.44",NA,NA,12,75.57,NA,12.92,"3.73",NA,NA,12,76.08,NA,9.39,"2.71",NA,NA,"CC = NMS + Sh, EC  = NMS + EE, CS = MS + Sh, ES = MS + EE","Yes",NA,"Yes",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,NA,NA,0.0654632686462183,0.00245507420450357,0.0325176506370733,0.00245507420450357,-0.121756454708127,0.00991793159690131,0.382094728429618,0.0862857241460894,0.18984943579947,0.0859932944300779,-0.697303874287908,0.348762431814179,0.127392461839443,0.00732292104241035,0.0954191420773614,0.00532412962115015,0.101055149208677,0.0045266343608776,0.0056360071313161,0.00259501055449097,-0.0263373126307656,0.00459380197575117,0.0811866132641974,0.00368390563867527,0.0423618100466747,0.00368390563867527,-0.152387007179811,0.015096757505863,0.0654632686462183,0.0325176506370733,-0.121756454708127,0.127392461839443,0.0954191420773614,0.101055149208677,0.0056360071313161,-0.0263373126307656,0.382094728429618,0.18984943579947,-0.697303874287908,0.0811866132641974,0.0423618100466747,-0.152387007179811,"Dandi_2018"
"22","16","Dandi",10,48,"Rat","Wistar",NA,"Mixed",2,"same gender pairs","Adolescent","PND23","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, tunnel, novelty","Exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Learning","Conditioning","Aversive","Morris water maze","Latency to find platform","sec","no","Trial 4",2,"Fig. 4",10,12.67,NA,6.8,"2.15",NA,NA,13,10.04,NA,4.95,"1.43",NA,NA,12,17.93,NA,5.79,"1.67",NA,NA,12,9.56,NA,6.62,"1.91",NA,NA,"CC = NMS + Sh, EC  = NMS + EE, CS = MS + Sh, ES = MS + EE","Yes",NA,"Yes",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,NA,NA,-0.445470442721863,0.0223346710821217,0.191016946059687,0.0223346710821217,-0.396227680484267,0.0961522839344254,-0.912834817678659,0.0881135726111764,0.39666822077309,0.0863159084436361,-0.952667609722818,0.353244802894158,-0.232659880069465,0.0475029744061542,0.347238293283994,0.0374946926666669,-0.281649267269738,0.0687641812453383,-0.628887560553732,0.0486493095282712,-0.0489893872002729,0.0586575912677585,-0.445470442721863,0.0223346710821217,0.191016946059687,0.0223346710821217,-0.396227680484267,0.0961522839344254,0.445470442721863,-0.191016946059687,0.396227680484267,0.232659880069465,-0.347238293283994,0.281649267269738,0.628887560553732,0.0489893872002729,0.912834817678659,-0.39666822077309,0.952667609722818,0.445470442721863,-0.191016946059687,0.396227680484267,"Dandi_2018"
"23","16","Dandi",10,49,"Rat","Wistar",NA,"Mixed",2,"same gender pairs","Adolescent","PND23","Early postnatal",NA,"Adult",NA,"Combination","toys, wheel, tunnel, novelty","Exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Morris water maze","Time spent in target quadrant","sec","no",NA,1,"Fig. 5a",10,23.43,NA,5.28,"1.67",NA,NA,13,21.26,NA,3.29,"0.95",NA,NA,12,17.57,NA,3.74,"1.08",NA,NA,12,21.39,NA,3.33,"0.96",NA,NA,"CC = NMS + Sh, EC  = NMS + EE, CS = MS + Sh, ES = MS + EE","Yes",NA,"Yes",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,NA,NA,0.0394552072333805,0.00331759543049222,-0.137214284171026,0.00331759543049222,0.293920500501211,0.0127160710027417,0.21111822824965,0.0860159755418489,-0.733156029012418,0.0873270044157265,1.53284628753382,0.368585677006831,-0.0971898796059025,0.00692049445862733,-0.287824350320698,0.00885423965699919,-0.0910937294253902,0.00709805182462762,0.196730620895308,0.00579557654411441,0.00609615018051235,0.00386183134574256,0.0394552072333805,0.00331759543049222,-0.137214284171026,0.00331759543049222,0.293920500501211,0.0127160710027417,0.0394552072333805,-0.137214284171026,0.293920500501211,-0.0971898796059025,-0.287824350320698,-0.0910937294253902,0.196730620895308,0.00609615018051235,0.21111822824965,-0.733156029012418,1.53284628753382,0.0394552072333805,-0.137214284171026,0.293920500501211,"Dandi_2018"
"24","17","do Prado",8,51,"Rat","Sprague-Dawley",NA,"Male",5,"pair housed for EE, group housed for control","Adolescent","PND 21","Early postnatal",NA,"Adolescent","PND 36","Combination","toys, bedding","No exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Appetitive","8 arm radial maze","number of errors","count","no","male",2,"Fig. 2b",9,1.48,NA,0.81,"0.27",NA,NA,9,1.72,NA,1.47,"0.49",NA,NA,9,3.28,NA,2.34,"0.78",NA,NA,9,1.63,NA,1.65,"0.55",NA,NA,"CC = Con + NE, EC = Con + EE, CS = MS + NE, ES = MS + EE","Unclear",NA,"Unclear",NA,1,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,NA,NA,-0.351287322406354,0.0784186789781498,0.428123132000748,0.0784186789781498,-0.849545610626719,0.284845978955297,-0.424839501470812,0.111737807645868,0.515230884762474,0.112032857168796,-1.13893142947494,0.462460622236748,0.150282203049338,0.114440326854269,0.795801334620029,0.0898327524270094,0.0965379270426472,0.147136084480447,-0.699263407577381,0.170405652101028,-0.0537442760066908,0.195013226528287,-0.351287322406354,0.0784186789781498,0.428123132000748,0.0784186789781498,-0.849545610626719,0.284845978955297,0.351287322406354,-0.428123132000748,0.849545610626719,-0.150282203049338,-0.795801334620029,-0.0965379270426472,0.699263407577381,0.0537442760066908,0.424839501470812,-0.515230884762474,1.13893142947494,0.351287322406354,-0.428123132000748,0.849545610626719,"do Prado_2016"
"25","17","do Prado",8,52,"Rat","Sprague-Dawley",NA,"Female",5,"pair housed for EE, group housed for control","Adolescent","PND 21","Early postnatal",NA,"Adolescent","PND 36","Combination","toys, bedding","No exercise","Social","Maternal separation",NA,"Chronic",NA,"Stress first","Memory","Conditioning","Appetitive","8 arm radial maze","number of errors","count","no","female",2,"Fig. 2b",9,2.02,NA,1.65,"0.55",NA,NA,9,2.2,NA,1.71,"0.57",NA,NA,9,3.02,NA,1.35,"0.45",NA,NA,9,1.57,NA,0.96,"0.32",NA,NA,"CC = Con + NE, EC = Con + EE, CS = MS + NE, ES = MS + EE","Unclear",NA,"Unclear",NA,3,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,NA,NA,-0.290331080623358,0.0499448748582814,0.0840448960245331,0.0499448748582814,-0.739541060977718,0.205009228939098,-0.438434402155154,0.111778558072893,0.127732857320793,0.111167762787637,-1.1254300401778,0.462036010768536,0.0853598489511569,0.141262987909952,0.402159319973665,0.0963378622901899,-0.252021892052897,0.115678156211752,-0.654181212026562,0.0637462410291455,-0.337381741004054,0.108671366648908,-0.290331080623358,0.0499448748582814,0.0840448960245331,0.0499448748582814,-0.739541060977718,0.205009228939098,0.290331080623358,-0.0840448960245331,0.739541060977718,-0.0853598489511569,-0.402159319973665,0.252021892052897,0.654181212026562,0.337381741004054,0.438434402155154,-0.127732857320793,1.1254300401778,0.290331080623358,-0.0840448960245331,0.739541060977718,"do Prado_2016"
"26","19","Gaun",13,56,"Rat","Wistar",NA,"Mixed",3,NA,"Adolescent","PND 21","Prenatal",NA,"Adolescent","PND 50","Combination","objects, wheel. Complexity","Exercise","Social","Combination","CUMS","Chronic",NA,"Stress first","Memory","Conditioning","Aversive","Morris water maze","Number of platform crossing","count","no",NA,1,"Fig. 5b",16,7.37,NA,1.91,NA,NA,NA,16,9.01,NA,2.17,NA,NA,NA,16,4.93,NA,2.18,NA,NA,NA,16,8.82,NA,2.36,NA,NA,NA,"CC = OPC, EC = OPC + EE, CS = OPS, ES = OPS + EE","Unclear",NA,"Yes",NA,3,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,NA,NA,0.371283169496677,0.00549108754302137,-0.175022254312343,0.00549108754302137,0.3807655165451,0.0245185702809758,1.27952365795358,0.0656976187329354,-0.608525717977924,0.0632232491200011,1.04120369996223,0.258469571443867,0.200917365419001,0.00782305334674389,-0.402078718146647,0.0164184904162256,0.179604163817455,0.00867243384058914,0.581682881964101,0.0166955169342319,-0.0213132016015463,0.00810007986475019,0.371283169496677,0.00549108754302137,-0.175022254312343,0.00549108754302137,0.3807655165451,0.0245185702809758,0.371283169496677,-0.175022254312343,0.3807655165451,0.200917365419001,-0.402078718146647,0.179604163817455,0.581682881964101,-0.0213132016015463,1.27952365795358,-0.608525717977924,1.04120369996223,0.371283169496677,-0.175022254312343,0.3807655165451,"Gaun_2021"
"27","19","Gaun",13,57,"Rat","Wistar",NA,"Mixed",3,NA,"Adolescent","PND 21","Prenatal",NA,"Adolescent","PND 50","Combination","objects, wheel. Complexity","Exercise","Social","Combination","CUMS","Chronic",NA,"Stress first","Learning","Recognition","Not applicable","y-maze novel arm","Number of required training","count","no",NA,2,"Fig. 6a",16,19.77,NA,2.42,NA,NA,NA,16,16.91,NA,5.28,NA,NA,NA,16,29.43,NA,4.53,NA,NA,NA,16,20.53,NA,6.2,NA,NA,NA,"CC = OPC, EC = OPC + EE, CS = OPS, ES = OPS + EE","Unclear",NA,"Yes",NA,3,"Doesn’t clearly state if cage was controlled for in design or analysis",NA,NA,NA,NA,NA,-0.273153971888871,0.00363799088834815,0.308991037869113,0.00363799088834815,-0.203866856942502,0.014210829031684,-1.22145515724078,0.0654139701194338,1.37933031361884,0.0662159220977888,-1.25469203226774,0.26229884449872,-0.156260474272036,0.00702989109157044,0.397848925062856,0.00241727590240281,0.0377215938483171,0.00663661731065357,-0.360127331214539,0.00718093794011354,0.193982068120353,0.0117935531292812,-0.273153971888871,0.00363799088834815,0.308991037869113,0.00363799088834815,-0.203866856942502,0.014210829031684,0.273153971888871,-0.308991037869113,0.203866856942502,0.156260474272036,-0.397848925062856,-0.0377215938483171,0.360127331214539,-0.193982068120353,1.22145515724078,-1.37933031361884,1.25469203226774,0.273153971888871,-0.308991037869113,0.203866856942502,"Gaun_2021"
